time,x,y,delta,v,yaw,yaw_rate,beta,steerv,accl,plan_time
0.0,-0.04408060014247894,-0.8491628766059875,0.0,0.0,3.403411865234375,0.0,0.0,nan,nan,nan
0.01,-0.04448636248707771,-0.8492715954780579,0.0,0.0840156152844429,3.403411865234375,0.0,0.0,-0.11193264275789261,8.401561737060547,0.056749156006844714
0.02,-0.045693252235651016,-0.8495950102806091,0.0,0.16587874293327332,3.403411865234375,0.0,0.0,-0.09186318516731262,8.186312675476074,0.017108839005231857
0.03,-0.047684166580438614,-0.8501278758049011,-0.0011193264508619905,0.2463185042142868,3.4034080505371094,-0.0008349815616384149,-0.0005811888840980828,-0.13305872678756714,8.04397964477539,0.018579584997496568
0.04,-0.050447627902030945,-0.85086590051651,-0.0020379582419991493,0.3257443606853485,3.4033942222595215,-0.002010461175814271,-0.0010581717360764742,-0.15032827854156494,7.942599296569824,0.01796035299776122
0.05,-0.053974758833646774,-0.851805567741394,-0.0033685455564409494,0.4042872190475464,3.4033641815185547,-0.004124363884329796,-0.0017490573227405548,-0.1614248901605606,7.8543291091918945,0.01761691398860421
0.060000000000000005,-0.05825851857662201,-0.8529433012008667,-0.004871828481554985,0.48216384649276733,3.403308629989624,-0.0071139857172966,-0.002529617864638567,-0.1638488620519638,7.787755489349365,0.017686803999822587
0.07,-0.06329275667667389,-0.8542770743370056,-0.006486077327281237,0.559418797492981,3.403226852416992,-0.00876565556973219,-0.002758447313681245,-0.17517976462841034,7.725554943084717,0.018516238997108303
0.08,-0.06907176971435547,-0.8558061122894287,-0.008124565705657005,0.636149525642395,3.403123378753662,-0.012031772173941135,-0.003132269252091646,-0.1783003807067871,7.673173427581787,0.01750865600479301
0.09,-0.07559128105640411,-0.857526957988739,-0.009876363910734653,0.7124034762382507,3.4029836654663086,-0.016135338693857193,-0.0036572101525962353,-0.1491914987564087,7.625556945800781,0.01908819800883066
