time,x,y,delta,v,yaw,yaw_rate,beta,steerv,accl,plan_time
0.0,-0.04408060014247894,-0.8491628766059875,0.0,0.0,3.403411865234375,0.0,0.0,nan,nan,nan
0.01,-0.0444829948246479,-0.8492707014083862,0.0,0.08331865072250366,3.403411865234375,0.0,0.0,-0.16377249360084534,8.331865310668945,0.06271316899801604
0.02,-0.045680101960897446,-0.8495914936065674,0.0,0.1645498424768448,3.403411865234375,0.0,0.0,-0.16354721784591675,8.123119354248047,0.011771196004701778
0.03,-0.047655053436756134,-0.8501197695732117,-0.0016377249266952276,0.24432629346847534,3.4034063816070557,-0.0012118099257349968,-0.0008503577555529773,-0.16819554567337036,7.977653503417969,0.01204684900585562
0.04,-0.050396211445331573,-0.8508504629135132,-0.003273197216913104,0.32304850220680237,3.4033851623535156,-0.003202317515388131,-0.0016995491459965706,-0.2075977772474289,7.872259140014648,0.011491598008433357
0.05,-0.05389469489455223,-0.8517796993255615,-0.00495515251532197,0.4009080231189728,3.4033396244049072,-0.006016283296048641,-0.00257288315333426,-0.19995862245559692,7.786038875579834,0.011744880001060665
0.060000000000000005,-0.05814362317323685,-0.8529035449028015,-0.007031130138784647,0.4780973494052887,3.403259515762329,-0.010180558077991009,-0.0036508231423795223,-0.2017434686422348,7.719116687774658,0.011273847994743846
0.07,-0.06313707679510117,-0.8542200326919556,-0.009030716493725777,0.5547097325325012,3.403143882751465,-0.012319897301495075,-0.003925693687051535,-0.15086421370506287,7.661345481872559,0.011513328005094081
0.08,-0.06886957585811615,-0.8557287454605103,-0.011048151180148125,0.6308230757713318,3.4030001163482666,-0.016551343724131584,-0.004379992373287678,-0.15886393189430237,7.611516952514648,0.011115030007204041
0.09,-0.07533735036849976,-0.857426106929779,-0.012556793168187141,0.7065181732177734,3.402811050415039,-0.021299952641129494,-0.004953231196850538,-0.15642212331295013,7.569770336151123,0.012323490009293891
0.09999999999999999,-0.08253703266382217,-0.8593094348907471,-0.014145432971417904,0.7818496227264404,3.4025726318359375,-0.02651303820312023,-0.005522486288100481,-0.1552482694387436,7.533470630645752,0.01260268701298628
0.10999999999999999,-0.09046565741300583,-0.8613764643669128,-0.01570965349674225,0.856849193572998,3.4022796154022217,-0.03224128484725952,-0.0060839569196105,-0.11023452877998352,7.500349998474121,0.011750453006243333
0.11999999999999998,-0.0991206243634224,-0.8636247515678406,-0.017262136563658714,0.9315581321716309,3.4019265174865723,-0.038469649851322174,-0.006627693772315979,-0.14525926113128662,7.471353530883789,0.01208027898974251
0.12999999999999998,-0.10849976539611816,-0.8660520911216736,-0.01836448162794113,1.0060256719589233,3.401510000228882,-0.04482082277536392,-0.007115027867257595,-0.14585627615451813,7.447257995605469,0.0119594060088275
0.13999999999999999,-0.11860107630491257,-0.868656575679779,-0.01981707476079464,1.080254316329956,3.401029109954834,-0.05150479078292847,-0.00755390664562583,-0.14427047967910767,7.423401832580566,0.012405684989062138
0.15,-0.12942278385162354,-0.8714358806610107,-0.021275637671351433,1.1542608737945557,3.4004783630371094,-0.0587446354329586,-0.00797894038259983,-0.11981233209371567,7.40123987197876,0.01219841800048016
0.16,-0.1409633457660675,-0.8743875026702881,-0.022718342021107674,1.2280634641647339,3.399852752685547,-0.0664467066526413,-0.008385786786675453,-0.11847878247499466,7.380899429321289,0.01208921599027235
0.17,-0.15322141349315643,-0.8775087594985962,-0.023916466161608696,1.3016889095306396,3.399148941040039,-0.07435636222362518,-0.008755531162023544,-0.07808954268693924,7.36322021484375,0.011858611993375234
0.18000000000000002,-0.166195809841156,-0.8807974457740784,-0.025101253762841225,1.3751449584960938,3.3983654975891113,-0.08237563073635101,-0.009077521041035652,-0.05639375001192093,7.346282482147217,0.01178635100950487
0.19000000000000003,-0.17988546192646027,-0.8842511773109436,-0.02588214911520481,1.4484522342681885,3.3975019454956055,-0.09022928029298782,-0.009336159564554691,-0.0421588271856308,7.3313775062561035,0.011897999997017905
0.20000000000000004,-0.19428932666778564,-0.8878679275512695,-0.026446085423231125,1.5216178894042969,3.396562337875366,-0.09762638062238693,-0.009513046592473984,-0.03669320046901703,7.317129611968994,0.012064574009855278
0.21000000000000005,-0.20940639078617096,-0.8916458487510681,-0.02686767466366291,1.594638705253601,3.3955509662628174,-0.10454744845628738,-0.009610465727746487,-0.031827062368392944,7.3025641441345215,0.011613128997851163
0.22000000000000006,-0.22523559629917145,-0.8955832123756409,-0.027234606444835663,1.6675182580947876,3.394472599029541,-0.11106573790311813,-0.009638892486691475,-0.07409679889678955,7.288334846496582,0.011155400992720388
0.23000000000000007,-0.2417759746313095,-0.8996779322624207,-0.027552876621484756,1.740262508392334,3.3933308124542236,-0.11726213991641998,-0.009610282257199287,-0.07553380727767944,7.274716854095459,0.011396999994758517
0.24000000000000007,-0.2590266764163971,-0.9039279222488403,-0.028293844312429428,1.8128749132156372,3.3921267986297607,-0.12360288202762604,-0.009554177522659302,-0.06843949109315872,7.261476993560791,0.011370539999916218
