time,x,y,delta,v,yaw,yaw_rate,beta,steerv,accl,plan_time
0.0,-0.04408060014247894,-0.8491628766059875,0.0,0.0,3.403411865234375,0.0,0.0,nan,nan,nan
0.01,-0.044486112892627716,-0.8492715358734131,0.0,0.08396410197019577,3.403411865234375,0.0,0.0,-0.1801861971616745,8.39640998840332,0.048168563982471824
0.02,-0.0456940121948719,-0.8495952486991882,0.0,0.16613885760307312,3.403411865234375,0.0,0.0,-0.283568799495697,8.217475891113281,0.006918539002072066
0.03,-0.047690387815237045,-0.8501291275024414,-0.0018018619157373905,0.24716819822788239,3.4034059047698975,-0.0013487688265740871,-0.000935582909733057,-0.31064701080322266,8.102944374084473,0.009470360004343092
0.04,-0.050465673208236694,-0.8508676886558533,-0.004637550096958876,0.32720673084259033,3.4033772945404053,-0.004595543257892132,-0.002407971303910017,-0.34464386105537415,8.003937721252441,0.006787924998207018
0.05,-0.054012659937143326,-0.8518056273460388,-0.007744019851088524,0.4065685272216797,3.4033079147338867,-0.009535244666039944,-0.004020992200821638,-0.3529902696609497,7.93641471862793,0.008053846977418289
0.060000000000000005,-0.05832640081644058,-0.8529379963874817,-0.011190459132194519,0.4853978455066681,3.403179407119751,-0.0164507906883955,-0.005810607690364122,-0.31568366289138794,7.883420944213867,0.00730586500139907
0.07,-0.06340180337429047,-0.8542629480361938,-0.014720361679792404,0.5636818408966064,3.40299129486084,-0.020140590146183968,-0.006298758555203676,-0.3089565932750702,7.828697681427002,0.006940268009202555
0.08,-0.06923429667949677,-0.855781078338623,-0.01787719875574112,0.6416584849357605,3.4027554988861084,-0.027087507769465446,-0.007046366110444069,-0.3020758628845215,7.798140048980713,0.008636942016892135
0.09,-0.07582201063632965,-0.8574876189231873,-0.02096676453948021,0.7193349003791809,3.402444839477539,-0.03535187616944313,-0.008026706986129284,-0.26410770416259766,7.768363952636719,0.0073188320093322545
0.09999999999999999,-0.08316216617822647,-0.8593782782554626,-0.02398752234876156,0.7965565919876099,3.402045965194702,-0.04472725838422775,-0.009076631627976894,-0.234762042760849,7.723135471343994,0.007057510985760018
0.10999999999999999,-0.09125155210494995,-0.8614490032196045,-0.02662860043346882,0.8734117746353149,3.4015486240386963,-0.05487123131752014,-0.01009846106171608,-0.20630456507205963,7.686692714691162,0.006941935018403456
0.11999999999999998,-0.10008732974529266,-0.8636965155601501,-0.02897622063755989,0.9499126672744751,3.400947332382202,-0.06549026817083359,-0.011030837893486023,-0.24045796692371368,7.651414394378662,0.006791149004129693
0.12999999999999998,-0.10966774076223373,-0.8661177754402161,-0.031039265915751457,1.0262846946716309,3.400238275527954,-0.0763825848698616,-0.011850831098854542,-0.28235042095184326,7.638633728027344,0.0068689140025526285
0.13999999999999999,-0.11999288946390152,-0.8687103986740112,-0.03344384580850601,1.1026908159255981,3.3994181156158447,-0.08789060264825821,-0.01259287353605032,-0.2644658088684082,7.642148971557617,0.0071719059778843075
0.15,-0.13106229901313782,-0.8714708685874939,-0.03626735135912895,1.178803563117981,3.398477077484131,-0.10059751570224762,-0.013325012288987637,-0.26529359817504883,7.6129865646362305,0.00962552399141714
0.16,-0.14287401735782623,-0.8743947148323059,-0.038912009447813034,1.2546095848083496,3.3974030017852783,-0.11435499042272568,-0.01404977310448885,-0.2234065681695938,7.582528591156006,0.006710888002999127
0.17,-0.15542598068714142,-0.8774771094322205,-0.0415649451315403,1.330102801322937,3.3961873054504395,-0.12891238927841187,-0.014743037521839142,-0.17716190218925476,7.551387786865234,0.006955468998057768
